query,intent,predicted_intent,is_match
"lookalikes for this structured blazer but lighter grey, and what trousers should I pair with it",composite_intent,composite_intent,1
cable crewneck sweater,similar_items,similar_items,1
ivory cricket jumper dupe,similar_items,similar_items,1
prep school cardigan,similar_items,similar_items,1
tennis club knit vest,similar_items,similar_items,1
chunky argyle pullover,similar_items,similar_items,1
varsity stripe knit,similar_items,similar_items,1
old money sweater vest,similar_items,similar_items,1
dupe for this pearl button cardi,similar_items,similar_items,1
cream ribbed polo sweater,similar_items,similar_items,1
cheaper alternative fisherman knit,similar_items,similar_items,1
what pants w this cable knit,graph_pairing,graph_pairing,1
shoes for a navy sweater vest pls,graph_pairing,graph_pairing,1
skirt to wear w this prep cardigan,graph_pairing,graph_pairing,1
bag that goes with this argyle top,graph_pairing,graph_pairing,1
what layer under this cricket sweater,graph_pairing,graph_pairing,1
bottoms for this striped knit polo,graph_pairing,graph_pairing,1
loafers to match this cream jumper,graph_pairing,graph_pairing,1
accessories w this varsity cardigan,graph_pairing,graph_pairing,1
what to wear w this v neck vest,graph_pairing,graph_pairing,1
shirt under this grandpa knit??,graph_pairing,graph_pairing,1
in burgundy?,color_variant,color_variant,1
same one but camel,color_variant,color_variant,1
got this in forest green,color_variant,color_variant,1
white version pls,color_variant,color_variant,1
can i get it in oatmeal,color_variant,color_variant,1
navy color only,color_variant,color_variant,1
same cardi in baby blue,color_variant,color_variant,1
do u have this in chocolate brown,color_variant,color_variant,1
pink one pls,color_variant,color_variant,1
heyy,chit_chat,chit_chat,1
my return label wont open,chit_chat,chit_chat,1
bleep bloop cardigan soup,chit_chat,chit_chat,1
can u track order 8842,chit_chat,chit_chat,1
cheaper dupe of this cable sweater plus pants to wear w it,composite_intent,composite_intent,1
show me a similar argyle vest in red,composite_intent,similar_items,0
same cardigan in navy and loafers to match,composite_intent,composite_intent,1
need a lookalike cricket jumper but cream and what skirt goes w it,composite_intent,composite_intent,1
find a cheaper knit polo in green n shoes for it,composite_intent,composite_intent,1
"dupe for this varsity cardi, also bag that works",composite_intent,composite_intent,1
this sweater vest in brown with trousers to pair,composite_intent,composite_intent,1
"similar pearl cardi but black, plus accessories pls",composite_intent,composite_intent,1
alt for this fisherman knit and what shirt under it,composite_intent,composite_intent,1
lookalike striped sweater in grey to match my plaid skirt,composite_intent,composite_intent,1
90s slip dress dupe,similar_items,similar_items,1
vintage windbreaker lookalike,similar_items,similar_items,1
baggy carpenter jeans,similar_items,similar_items,1
baby tee replacement,similar_items,similar_items,1
chunky platform loafers,similar_items,similar_items,1
ribbed mockneck top,similar_items,similar_items,1
plaid mini skirt dupe,similar_items,similar_items,1
oval tiny sunnies,similar_items,similar_items,1
faded denim vest alt,similar_items,similar_items,1
velvet choker necklace,similar_items,similar_items,1
what bottoms w this cropped cardi,graph_pairing,graph_pairing,1
shoes to wear w these baggy cargos pls,graph_pairing,graph_pairing,1
jacket for this 90s floral dress,graph_pairing,graph_pairing,1
what bag goes w this grunge skirt,graph_pairing,graph_pairing,1
tops for these low rise jeans,graph_pairing,graph_pairing,1
what do i wear w this velvet cami,graph_pairing,graph_pairing,1
belt n shoes for this denim midi,graph_pairing,graph_pairing,1
layering pieces for this mesh top,graph_pairing,graph_pairing,1
necklace for this square neck tee,graph_pairing,graph_pairing,1
coat to go w these platform mary janes,graph_pairing,graph_pairing,1
got this in burgundy?,color_variant,color_variant,1
black one pls,color_variant,color_variant,1
same but forest green,color_variant,color_variant,1
is there a cream color,color_variant,color_variant,1
need it in baby blue,color_variant,color_variant,1
pink version?,color_variant,color_variant,1
do u have this in mocha,color_variant,color_variant,1
swap to silver,color_variant,color_variant,1
any mustard shade,color_variant,color_variant,1
white colorway only,color_variant,color_variant,1
hey lol,chit_chat,chit_chat,1
cancel my order plz,chit_chat,chit_chat,1
u awake,chit_chat,chit_chat,1
asdf neon pudding,chit_chat,chit_chat,1
how r u,chit_chat,chit_chat,1
tracking number not working,chit_chat,chit_chat,1
brb cassette goblin,chit_chat,chit_chat,1
find a cheaper 90s blazer dupe and shoes to wear w it,composite_intent,composite_intent,1
show me a similar plaid shacket but in olive,composite_intent,composite_intent,1
do u have this satin skirt in wine to go w my boots,composite_intent,composite_intent,1
need lookalikes for this bucket hat plus a jacket that matches,composite_intent,composite_intent,1
same baby tee in lavender and jeans to style it w,composite_intent,composite_intent,1
cheaper version of this leather trench in brown n a bag for it,composite_intent,composite_intent,1
"find this type of slip skirt but grey, also what top works",composite_intent,composite_intent,1
dupe this fuzzy cardigan and make it fit w my mini dress,composite_intent,composite_intent,1
similar square toe boots in cherry plus tights to pair,composite_intent,composite_intent,1
alt for this track jacket in navy and pants that match,composite_intent,composite_intent,1
asymmetric utility cargo pants,similar_items,similar_items,1
mirror-finish hooded shell jacket dupe,similar_items,similar_items,1
cheaper alternative to a modular taktical vest,similar_items,similar_items,1
wide-leg ripstop parachute trousers,similar_items,similar_items,1
cropped graphene bomber replacement,similar_items,similar_items,1
zip-off techwear harness skirt,similar_items,similar_items,1
low-profile buckle chest rig dupe,similar_items,similar_items,1
reflective paneled anorak alternative,similar_items,similar_items,1
stealthy neon-accent cargo shorts replacement,similar_items,similar_items,1
tapered cargo joggers like this,similar_items,similar_items,1
boots to pair with this chrome trench,graph_pairing,graph_pairing,1
what gloves go with a black ops shell jacket,graph_pairing,graph_pairing,1
bag suggestions for this harness top,graph_pairing,graph_pairing,1
visor and accessories for this cyberpunk coat,graph_pairing,graph_pairing,1
what pants to wear with this oversized tech vest,graph_pairing,graph_pairing,1
shoes for a reflective rain poncho outfit,graph_pairing,graph_pairing,1
belt and pouches to match this utility jumpsuit,graph_pairing,graph_pairing,1
what to layer under this angular blazer,graph_pairing,graph_pairing,1
headwear that works with this neon grid jacket,graph_pairing,graph_pairing,1
sneakers to go with these cargo trousers,graph_pairing,graph_pairing,1
do you have this in matte black,color_variant,color_variant,1
same shell jacket in gunmetal gray,color_variant,color_variant,1
can i get this coat in deep red,color_variant,color_variant,1
that vest in cobalt blue,color_variant,color_variant,1
need the trousers in olive green,color_variant,color_variant,1
is there a white version of this harness,color_variant,color_variant,1
make this hoodie all black,color_variant,color_variant,1
do you stock this in silver,color_variant,color_variant,1
same boots but in burgundy,color_variant,color_variant,1
flip this to neon purple,color_variant,color_variant,1
what's the tracking on my package,chit_chat,chit_chat,1
skrrt banana chrome goblin,chit_chat,chit_chat,1
my delivery says delayed,chit_chat,chit_chat,1
lol nope,chit_chat,chit_chat,1
cheaper dupe of this armored jacket in black,composite_intent,composite_intent,1
show me a lookalike of this cargo coat plus boots to wear with it,composite_intent,composite_intent,1
same tactical hoodie in neon green and something to pair with it,composite_intent,composite_intent,1
need a replacement for this harness vest and matching pants,composite_intent,composite_intent,1
find this coat in silver with gloves to go with it,composite_intent,composite_intent,1
cheaper version of this shell parka and shoes for it,composite_intent,composite_intent,1
do you have a dupe for this bag in red,composite_intent,similar_items,0
this exact jacket in matte black plus accessories,composite_intent,composite_intent,1
lookalike of this visor in white and a fit to wear it with,composite_intent,composite_intent,1
alternative to these tech pants in cobalt and a top to match,composite_intent,composite_intent,1
emergency raincoat dupe,similar_items,similar_items,1
waterproof poncho replacement ASAP,similar_items,similar_items,1
cheaper storm jacket alternative,similar_items,similar_items,1
packable drizzle shell dupe,similar_items,similar_items,1
rubber ankle boot lookalike urgent,similar_items,similar_items,1
hooded slicker substitute now,similar_items,similar_items,1
budget galosh twin,similar_items,similar_items,1
transparent rain mac similar,similar_items,similar_items,1
stormproof parka copy,similar_items,similar_items,1
water-repellent bucket hat dupe,similar_items,similar_items,1
what pants go with this yellow rain slicker hurry,graph_pairing,graph_pairing,1
boots to wear with this waterproof trench right now,graph_pairing,graph_pairing,1
need a bag for this poncho fast,graph_pairing,graph_pairing,1
what scarf works with these rain boots ASAP,graph_pairing,graph_pairing,1
jacket to pair with this umbrella print skirt quickly,graph_pairing,graph_pairing,1
socks for these galoshes please rush,graph_pairing,graph_pairing,1
what do I wear with this rain cape in a downpour,graph_pairing,graph_pairing,1
urgent hat options with this storm parka,graph_pairing,graph_pairing,1
shoes to match this waterproof jumpsuit now,graph_pairing,graph_pairing,1
layering pieces for this clear raincoat quick,graph_pairing,graph_pairing,1
do you have this rain jacket in charcoal ASAP,color_variant,color_variant,1
navy version now,color_variant,color_variant,1
same poncho in lime please hurry,color_variant,color_variant,1
is this waterproof boot available in burgundy,color_variant,color_variant,1
need it in cream urgently,color_variant,color_variant,1
black colorway for this slicker,color_variant,color_variant,1
can I get the rain hat in cobalt,color_variant,color_variant,1
same umbrella coat but orange,color_variant,color_variant,1
gray option pls fast,color_variant,color_variant,1
this exact mac in forest green,color_variant,color_variant,1
hello hurry,chit_chat,chit_chat,1
is it pouring downtown right now,chit_chat,chit_chat,1
I need my refund status now,chit_chat,chit_chat,1
hey are you there,chit_chat,chit_chat,1
thunder waffle zip zip,chit_chat,chit_chat,1
can someone answer fast,chit_chat,chit_chat,1
my app is frozen help,chit_chat,chit_chat,1
rain rain blah emergency,chit_chat,chit_chat,1
find a cheaper version of this raincoat in black and boots to wear with it ASAP,composite_intent,composite_intent,1
"show me a lookalike poncho but in red, plus a bag that works with it fast",composite_intent,composite_intent,1
do you have this storm jacket in navy to match my rubber boots right now,composite_intent,composite_intent,1
need a dupe for these galoshes and socks to pair with them urgently,composite_intent,composite_intent,1
cheaper clear raincoat in pink and what hat goes with it,composite_intent,composite_intent,1
same waterproof parka in olive and trousers to wear with it please hurry,composite_intent,composite_intent,1
"find similar rain boots, preferably white, and a jacket that matches",composite_intent,composite_intent,1
I need a replacement for this rain cape and gloves that go with it now,composite_intent,composite_intent,1
show alternatives to this hooded mac in gray and shoes for the outfit,composite_intent,composite_intent,1
urgent dupe of this waterproof bucket hat in yellow with a matching coat,composite_intent,composite_intent,1
lace up corset,similar_items,similar_items,1
underbust corset,similar_items,similar_items,1
steel boned bustier,similar_items,similar_items,1
corset dupe,similar_items,similar_items,1
corset lookalike,similar_items,similar_items,1
vintage corset,similar_items,similar_items,1
waist cincher,similar_items,similar_items,1
satin corset top,similar_items,similar_items,1
cheap corset alternative,similar_items,similar_items,1
mesh corset,similar_items,similar_items,1
skirt to wear with this corset,graph_pairing,graph_pairing,1
what jacket goes with a corset,graph_pairing,graph_pairing,1
heels for a corset outfit,graph_pairing,graph_pairing,1
pants to match this corset,graph_pairing,graph_pairing,1
what should I wear with a corset top,graph_pairing,graph_pairing,1
accessories for a corset look,graph_pairing,graph_pairing,1
jewelry for this corset,graph_pairing,graph_pairing,1
boots with a corset dress,graph_pairing,graph_pairing,1
cardigan for a corset set,graph_pairing,graph_pairing,1
top to layer over a corset,graph_pairing,graph_pairing,1
this corset in black,color_variant,color_variant,1
same corset but white,color_variant,color_variant,1
do you have it in red,color_variant,color_variant,1
navy version of this corset,color_variant,color_variant,1
can I get this in green,color_variant,color_variant,1
pink colorway,color_variant,color_variant,1
brown one please,color_variant,color_variant,1
blue version,color_variant,color_variant,1
do you have the corset in ivory,color_variant,color_variant,1
yellow one of this style,color_variant,color_variant,1
track my package,chit_chat,chit_chat,1
are you there,chit_chat,chit_chat,1
cheaper corset in black and boots for it,composite_intent,composite_intent,1
show me a corset dupe in red,composite_intent,similar_items,0
this style but in navy and something to wear with it,composite_intent,composite_intent,1
need a lookalike of this corset with a skirt for it,composite_intent,composite_intent,1
find a similar corset in white and heels to go with it,composite_intent,composite_intent,1
a budget corset in green plus jewelry for the outfit,composite_intent,composite_intent,1
same corset but pink and a jacket to match,composite_intent,composite_intent,1
more affordable corset top in blue and pants with it,composite_intent,composite_intent,1
dupe for this corset in ivory and shoes for the look,composite_intent,composite_intent,1
similar waist cincher in black and accessories to wear with it,composite_intent,composite_intent,1
sleek tuxedo jacket,similar_items,similar_items,1
floor length satin gown,similar_items,similar_items,1
black patent loafers,similar_items,similar_items,1
pearl clutch,similar_items,similar_items,1
silk bow tie,similar_items,similar_items,1
tailored evening trousers,similar_items,similar_items,1
dressy wrap shawl,similar_items,similar_items,1
beaded cocktail dress,similar_items,similar_items,1
formal waistcoat dupe,similar_items,similar_items,1
cheaper dress shirt alternative,similar_items,similar_items,1
something with this suit,graph_pairing,graph_pairing,1
what goes with this gown,graph_pairing,graph_pairing,1
shoes for this fancy thing,graph_pairing,graph_pairing,1
jewelry to wear with this dress,graph_pairing,graph_pairing,1
tie for this blazer,graph_pairing,graph_pairing,1
bag to go with the outfit,graph_pairing,graph_pairing,1
what can I add to this for the ceremony,graph_pairing,graph_pairing,1
outer layer for this formal look,graph_pairing,graph_pairing,1
heels that work with this,graph_pairing,graph_pairing,1
shirt to wear under this jacket,graph_pairing,graph_pairing,1
same one in ivory,color_variant,color_variant,1
this in deep green,color_variant,color_variant,1
do you have burgundy,color_variant,color_variant,1
navy color please,color_variant,color_variant,1
make it champagne,color_variant,color_variant,1
any silver version,color_variant,color_variant,1
in charcoal instead,color_variant,color_variant,1
cream shade?,color_variant,color_variant,1
can I get the blush one,color_variant,color_variant,1
white version only,color_variant,color_variant,1
is it raining later,chit_chat,chit_chat,1
where did my package go,chit_chat,chit_chat,1
thanks I guess,chit_chat,chit_chat,1
hmm okay,chit_chat,chit_chat,1
are you real,chit_chat,chit_chat,1
my order still says pending,chit_chat,chit_chat,1
blah blah fancy fish,chit_chat,chit_chat,1
good evening,chit_chat,chit_chat,1
something like this dress but darker and shoes too,composite_intent,composite_intent,1
"cheaper suit like this, maybe in navy, plus a tie",composite_intent,composite_intent,1
find another one in ivory and a little bag with it,composite_intent,composite_intent,1
"similar gown but not so pricey, and what earrings",composite_intent,composite_intent,1
this jacket in black with pants that go,composite_intent,composite_intent,1
lookalike clutch in gold and maybe matching heels,composite_intent,composite_intent,1
"a dupe for this tux shirt, also a bow tie",composite_intent,composite_intent,1
"same vibe but burgundy, and something to cover shoulders",composite_intent,composite_intent,1
alternative to this formal dress in silver with accessories,composite_intent,composite_intent,1
"less expensive version of this, in cream, and what shoes",composite_intent,composite_intent,1
ankle-length silk faille bridesmaid gown,similar_items,similar_items,1
dupe for this cathedral-length veil,similar_items,similar_items,1
cheaper alternative to this pearl minaudiere,similar_items,similar_items,1
ivory slingback pumps lookalike,similar_items,similar_items,1
replacement for this tuxedo waistcoat,similar_items,similar_items,1
structured crepe evening sheath,similar_items,similar_items,1
budget version of this pavé tennis bracelet,similar_items,similar_items,1
similar opera-length satin gloves,similar_items,similar_items,1
low-cost substitute for this black patent loafer,similar_items,similar_items,1
drop-waist formal reception dress,similar_items,similar_items,1
which shawl goes with this floor-length column dress for a black-tie wedding,graph_pairing,graph_pairing,1
what earrings should I wear with this bateau-neck gown at a cathedral ceremony,graph_pairing,graph_pairing,1
find a clutch to pair with this ivory jacquard midi for the evening reception,graph_pairing,graph_pairing,1
what heel shape works with this full-skirt satin dress on a marble venue floor,graph_pairing,graph_pairing,1
show me a wrap to wear over this sleeveless formal dress during a late-autumn wedding,graph_pairing,graph_pairing,1
which pocket square complements this midnight tux for a candlelit ballroom event,graph_pairing,graph_pairing,1
I need jewelry for this square-neck bridesmaid dress with crystal buttons,graph_pairing,graph_pairing,1
what shoes should go with this sharply tailored dinner jacket for a formal reception,graph_pairing,graph_pairing,1
find hair accessories to wear with this embellished off-shoulder gown,graph_pairing,graph_pairing,1
what outerwear pairs with this bias-cut slip dress for a windy garden wedding at dusk,graph_pairing,graph_pairing,1
do you have this exact gown in champagne,color_variant,color_variant,1
same veil in soft ivory please,color_variant,color_variant,1
can I get this tux in deep charcoal,color_variant,color_variant,1
is there a burgundy version of this satin bow tie,color_variant,color_variant,1
show this clutch in silver,color_variant,color_variant,1
I want these pumps in pearl white,color_variant,color_variant,1
does this bridesmaid dress come in sage,color_variant,color_variant,1
need this waistcoat in oyster,color_variant,color_variant,1
same earrings but in gold tone,color_variant,color_variant,1
please switch this formal wrap to navy,color_variant,color_variant,1
hello there,chit_chat,chit_chat,1
where is my order for the veil,chit_chat,chit_chat,1
my package says delivered but nothing is here,chit_chat,chit_chat,1
what's the weather like this weekend,chit_chat,chit_chat,1
can you reset my password,chit_chat,chit_chat,1
formal penguin sparkles beep,chit_chat,chit_chat,1
find a less expensive version of this duchess satin gown and suggest a stole for it,composite_intent,composite_intent,1
show me lookalikes of this crystal clutch in silver,composite_intent,similar_items,0
do you have this exact bridesmaid dress in dusty blue to coordinate with my silver heels,composite_intent,composite_intent,1
I need a dupe for this tuxedo jacket that works with pleated formal trousers,composite_intent,composite_intent,1
can you pull a black version of this evening sheath and shoes to go with it,composite_intent,composite_intent,1
find something similar to this pearl headband in ivory and matching earrings,composite_intent,composite_intent,1
show me a cheaper alternative to this patent loafer plus the right socks for a black-tie wedding,composite_intent,composite_intent,1
do you carry this veil in warm ivory and a tiara that pairs with it,composite_intent,composite_intent,1
I want a replacement for this satin bow tie in burgundy with a pocket square to suit it,composite_intent,composite_intent,1
give me a budget-friendly version of this column gown in emerald and a wrap for the ceremony,composite_intent,composite_intent,1
cream cable knit dupe,similar_items,similar_items,1
linen waistcoat alt,similar_items,similar_items,1
preppy tennis skirt replacement,similar_items,similar_items,1
tortoise sunglasses dupe,similar_items,similar_items,1
pleated khaki trousers,similar_items,similar_items,1
navy club blazer copy,similar_items,similar_items,1
suede penny loafer alternatives,similar_items,similar_items,1
silk scarf similar,similar_items,similar_items,1
what pants go w this cashmere tee lol,graph_pairing,graph_pairing,1
shoes to wear with this pleated midi,graph_pairing,graph_pairing,1
bag for this country club fit pls,graph_pairing,graph_pairing,1
what jacket matches these ivory trousers,graph_pairing,graph_pairing,1
jewelry for this old money dress,graph_pairing,graph_pairing,1
tops to pair w these brown loafers,graph_pairing,graph_pairing,1
what to wear over this striped oxford,graph_pairing,graph_pairing,1
belt to match this linen set,graph_pairing,graph_pairing,1
sweater to go with this tennis skirt,graph_pairing,graph_pairing,1
accessories for a yacht brunch vibe,graph_pairing,graph_pairing,1
same in camel pls,color_variant,color_variant,1
black version?,color_variant,color_variant,1
do u have navy,color_variant,color_variant,1
this in ivory,color_variant,color_variant,1
charcoal color pls,color_variant,color_variant,1
any burgundy option,color_variant,color_variant,1
same cardigan but cream,color_variant,color_variant,1
olive one?,color_variant,color_variant,1
taupe shade only,color_variant,color_variant,1
got it in chocolate brown,color_variant,color_variant,1
heyyy,chit_chat,chit_chat,1
pls cancel my order,chit_chat,chit_chat,1
asdf tweed banana,chit_chat,chit_chat,1
cheap dupe of this blazer in navy pls,composite_intent,composite_intent,1
find similar loafers and socks to wear w them,composite_intent,composite_intent,1
this skirt but beige and what top goes w it,composite_intent,composite_intent,1
lookalike cashmere sweater in gray plus pants to match,composite_intent,composite_intent,1
need a dupe for this bag and a scarf that works w it,composite_intent,composite_intent,1
same coat in camel and boots to pair w it,composite_intent,composite_intent,1
similar striped shirt but blue and a belt for the fit,composite_intent,composite_intent,1
"cheaper tennis dress, also cardigan to wear over it",composite_intent,composite_intent,1
brown version of this loafer and matching trousers,composite_intent,composite_intent,1
"dupe for the pearl earrings but gold, plus necklace ideas",composite_intent,composite_intent,1
clean line trousers,similar_items,similar_items,1
plain boxy tee,similar_items,similar_items,1
sleek low profile sneakers,similar_items,similar_items,1
budget swap for this bag,similar_items,similar_items,1
simple rib tank,similar_items,similar_items,1
pared back blazer,similar_items,similar_items,1
another one like this cardigan,similar_items,similar_items,1
less pricey version of this dress,similar_items,similar_items,1
basic straight denim,similar_items,similar_items,1
what goes with this slip skirt,graph_pairing,graph_pairing,1
layers for this tee dress,graph_pairing,graph_pairing,1
which shoes with this neutral set,graph_pairing,graph_pairing,1
something to wear over this tank,graph_pairing,graph_pairing,1
bag for this stripped down outfit,graph_pairing,graph_pairing,1
what bottoms with this knit top,graph_pairing,graph_pairing,1
jewelry for this plain black dress,graph_pairing,graph_pairing,1
outerwear with these cropped pants,graph_pairing,graph_pairing,1
what to add to this simple look,graph_pairing,graph_pairing,1
top for this satin midi,graph_pairing,graph_pairing,1
same item in charcoal,color_variant,color_variant,1
do you have it in stone,color_variant,color_variant,1
can I get this in cream,color_variant,color_variant,1
show taupe instead,color_variant,color_variant,1
navy one please,color_variant,color_variant,1
this but in soft gray,color_variant,color_variant,1
beige option?,color_variant,color_variant,1
any chance it comes in black,color_variant,color_variant,1
you there,chit_chat,chit_chat,1
abc xyz toast,chit_chat,chit_chat,1
can you track my order,chit_chat,chit_chat,1
hmmmmm,chit_chat,chit_chat,1
something like this shirt but darker and what pants with it,composite_intent,composite_intent,1
cheaper take on this coat in black,composite_intent,composite_intent,1
same vibe as this bag in tan and shoes for it,composite_intent,composite_intent,1
do you have a version of this dress in white that works with flats,composite_intent,composite_intent,1
budget version of these loafers to go with my long skirt,composite_intent,composite_intent,1
"another cardigan like this, maybe in gray, and what to layer under it",composite_intent,composite_intent,1
find a simpler blazer like this to wear with wide trousers,composite_intent,composite_intent,1
this top in navy and a skirt that suits it,composite_intent,composite_intent,1
lookalike of this sneaker in cream plus socks that go with it,composite_intent,composite_intent,1
"less expensive copy of this jumpsuit in olive, also what jacket over it",composite_intent,composite_intent,1
caviar-quilted double flap shoulder bag dupe,similar_items,similar_items,1
structured trapeze top-handle satchel alternative,similar_items,similar_items,1
cheaper substitute for a grained calfskin belt bag,similar_items,similar_items,1
boxy mini vanity case lookalike,similar_items,similar_items,1
woven intrecciato pouch replacement,similar_items,similar_items,1
east-west crocodile-embossed clutch dupe,similar_items,similar_items,1
crescent hobo bag in smooth lambskin style,similar_items,similar_items,1
affordable alternative to a saddle-shaped crossbody,similar_items,similar_items,1
top-zip monogram camera bag substitute,similar_items,similar_items,1
quiet luxury suede bucket bag lookalike,similar_items,similar_items,1
what scarf would work with this ostrich-effect top handle,graph_pairing,graph_pairing,1
shoes to wear with this patent mini Kelly-style bag,graph_pairing,graph_pairing,1
which evening dress pairs with this satin minaudiere,graph_pairing,graph_pairing,1
wallets that fit the vibe of this quilted chain bag,graph_pairing,graph_pairing,1
outerwear to style with this cognac structured tote,graph_pairing,graph_pairing,1
jewelry for this brushed-gold clasp shoulder bag,graph_pairing,graph_pairing,1
what sunglasses should I wear with this raffia luxury tote,graph_pairing,graph_pairing,1
boots that complement this burgundy box bag,graph_pairing,graph_pairing,1
silk twilly options for this bamboo-handle handbag,graph_pairing,graph_pairing,1
coat ideas to go with this ivory lambskin crossbody,graph_pairing,graph_pairing,1
do you have this matelasse bag in oxblood,color_variant,color_variant,1
same exact tote in chalk white,color_variant,color_variant,1
black colorway please,color_variant,color_variant,1
is this croc-embossed clutch available in emerald,color_variant,color_variant,1
show the taupe version,color_variant,color_variant,1
this shoulder bag in biscuit beige,color_variant,color_variant,1
any sapphire blue shade for this model,color_variant,color_variant,1
swap the color to graphite,color_variant,color_variant,1
need the blush pink one,color_variant,color_variant,1
does it come in forest green,color_variant,color_variant,1
good morning bag oracle,chit_chat,chit_chat,1
can you track my boutique preorder,chit_chat,chit_chat,1
rain in milan today?,chit_chat,chit_chat,1
bonjour bestie,chit_chat,chit_chat,1
my receipt email vanished,chit_chat,chit_chat,1
zipper thunder lobster velvet,chit_chat,chit_chat,1
what is your favorite handbag museum,chit_chat,chit_chat,1
the app keeps freezing at checkout,chit_chat,chit_chat,1
hey hey couture goblin,chit_chat,chit_chat,1
please cancel my return pickup,chit_chat,chit_chat,1
find a less expensive dupe of this mini flap in burgundy,composite_intent,similar_items,0
show me similar crescent bags and shoes to wear with one,composite_intent,composite_intent,1
do you have this exact vanity case in pearl gray to match my satin heels,composite_intent,composite_intent,1
cheaper lookalike for this bamboo-handle tote plus a silk scarf that goes with it,composite_intent,composite_intent,1
I want a dupe of this saddle bag but in navy and a belt to style it with,composite_intent,composite_intent,1
find alternatives to this chain pouch and make them work with a cream blazer,composite_intent,composite_intent,1
"same bag in espresso, and what boots would coordinate with it",composite_intent,composite_intent,1
lookalikes for this logo tote in a smaller size and in black,composite_intent,similar_items,0
red version of this clutch with earrings that complement the hardware,composite_intent,composite_intent,1
source a budget substitute for this croc top-handle and style it with a wool coat,composite_intent,composite_intent,1
rubber rain clogs,similar_items,similar_items,1
packable poncho,similar_items,similar_items,1
storm parka dupe,similar_items,similar_items,1
waterproof bucket hat,similar_items,similar_items,1
cheap galoshes alt,similar_items,similar_items,1
clear bubble umbrella,similar_items,similar_items,1
slicker coat lookalike,similar_items,similar_items,1
puddle boots,similar_items,similar_items,1
nylon drizzle anorak,similar_items,similar_items,1
rain mitts replacement,similar_items,similar_items,1
socks to go w these rain boots,graph_pairing,graph_pairing,1
what bag w this poncho,graph_pairing,graph_pairing,1
hat for this wet weather coat pls,graph_pairing,graph_pairing,1
pants to wear w rubber clogs,graph_pairing,graph_pairing,1
scarf that works w this rain jacket,graph_pairing,graph_pairing,1
boots for this slicker,graph_pairing,graph_pairing,1
what to wear w a transparent umbrella,graph_pairing,graph_pairing,1
layer for under this storm shell,graph_pairing,graph_pairing,1
gloves to pair w this drizzle fit,graph_pairing,graph_pairing,1
backpack for a rainy commute look,graph_pairing,graph_pairing,1
same poncho in olive pls,color_variant,color_variant,1
got this in charcoal?,color_variant,color_variant,1
pink color of these boots,color_variant,color_variant,1
this jacket but yellow,color_variant,color_variant,1
any beige for the umbrella,color_variant,color_variant,1
make it forest green,color_variant,color_variant,1
silver shade avail?,color_variant,color_variant,1
white colorway of this rain hat,color_variant,color_variant,1
pls track my pkg,chit_chat,chit_chat,1
it raining lol,chit_chat,chit_chat,1
how late u open,chit_chat,chit_chat,1
need refund help,chit_chat,chit_chat,1
asdf puddle beep,chit_chat,chit_chat,1
hi bot,chit_chat,chit_chat,1
wheres my raincoat order,chit_chat,chit_chat,1
cloud go brrr,chit_chat,chit_chat,1
dupe for this rain shell but also boots to wear w it,composite_intent,composite_intent,1
show similar ponchos in orange for my commute fit,composite_intent,similar_items,0
cheap version of this umbrella and a bag to match,composite_intent,composite_intent,1
this boot in burgundy plus socks that go w it,composite_intent,composite_intent,1
lookalike slicker but teal and what pants w it,composite_intent,composite_intent,1
need a copy of this anorak in black to wear w my cargos,composite_intent,composite_intent,1
find cheaper puddle shoes and a jacket for them,composite_intent,composite_intent,1
same hat in tan and scarf to pair pls,composite_intent,composite_intent,1
"similar waterproof tote but gray, also umbrella match",composite_intent,composite_intent,1
alt for this parka in cream and boots that dont clash,composite_intent,composite_intent,1
running skort,similar_items,similar_items,1
dupe for these joggers,similar_items,similar_items,1
budget swap for this quarter zip,similar_items,similar_items,1
lookalike tennis dress,similar_items,similar_items,1
cheaper alternative to this sports bra,similar_items,similar_items,1
cropped track jacket,similar_items,similar_items,1
replacement for this gym hoodie,similar_items,similar_items,1
similar biker shorts,similar_items,similar_items,1
low-cost version of this windbreaker,similar_items,similar_items,1
mesh panel leggings,similar_items,similar_items,1
what sneakers go with this skort asap,graph_pairing,graph_pairing,1
need a top for these joggers now,graph_pairing,graph_pairing,1
which jacket works with this workout set,graph_pairing,graph_pairing,1
bag options for this athleisure outfit quick,graph_pairing,graph_pairing,1
socks to wear with these trainers,graph_pairing,graph_pairing,1
layer for this sports bra on the way to class,graph_pairing,graph_pairing,1
what cap fits this zip-up look,graph_pairing,graph_pairing,1
shorts to pair with this performance tee,graph_pairing,graph_pairing,1
need outerwear for these leggings fast,graph_pairing,graph_pairing,1
accessories for this lounge set right now,graph_pairing,graph_pairing,1
this in charcoal,color_variant,color_variant,1
got it in lime,color_variant,color_variant,1
need the navy one,color_variant,color_variant,1
same item in ivory asap,color_variant,color_variant,1
olive version please,color_variant,color_variant,1
can I get this in cobalt,color_variant,color_variant,1
show the mauve colorway,color_variant,color_variant,1
is there a tan option,color_variant,color_variant,1
switch this to neon orange,color_variant,color_variant,1
burgundy color only,color_variant,color_variant,1
hello??,chit_chat,chit_chat,1
anyone there right now,chit_chat,chit_chat,1
track my order asap,chit_chat,chit_chat,1
why is shipping taking forever,chit_chat,chit_chat,1
